Food,energy,carbs,fiber,sugars,sodium,fat,protein,y_vegetarian,y_diabetic,y_low_sodium
Lasia Stem (with coconut milk),82.0,7.2,0.7,0.0,0.0,5.6,1.1,1,1,1
Lasia Stem (Tempered mallum with scraped coconut),83.0,8.0,0.8,0.0,0.0,5.6,0.7,1,1,1
Garlic (with coconut milk),105.0,11.4,2.8,0.0,0.0,5.3,3.6,1,1,1
Leeks (With coconut milk),282.0,11.3,1.7,0.0,0.0,25.2,3.3,1,1,1
Leeks & Dried Fish (Tempered),149.0,5.6,0.2,0.0,0.0,6.5,17.4,0,1,1
Leeks & Potato (with coconut milk),228.0,13.0,0.0,0.0,0.0,18.2,3.6,1,1,1
Leeks (Fresh/ Water-cooked mallum with scraped coconut),142.0,6.2,3.4,0.0,0.0,12.1,2.5,1,1,1
Leeks (Tempered mallum with scraped coconut),106.0,5.0,0.4,0.0,0.0,8.8,1.9,1,1,1
Onion (Tempered),175.5213928,14.32931042,4.716042042,0.0,0.0,11.69314575,2.793833017,1,1,1
Leeks (Tempered),160.7722015,10.31424999,4.126073837,0.0,0.0,11.89799595,2.851191044,1,1,1
"Onion (Tempered, with coconut)",203.7045,7.0531669,0.91910803,0.0,0.0,18.385317,2.302567,1,1,1
Lotus Root (with coconut milk),153.0,10.1,3.0,0.0,0.0,11.8,2.2,1,1,1
Potato (with coconut milk),87.0,11.5,2.0,0.0,0.0,4.1,1.8,1,1,1
Potato & Capsicum (with coconut milk),118.0,10.5,1.6,0.0,0.0,8.0,1.7,1,1,1
Potato & Dried Fish (with coconut milk),110.0,10.7,1.8,0.0,0.0,4.1,8.2,0,1,1
Potato & Green Beans (with coconut milk),122.0,8.8,0.9,0.0,0.0,9.0,2.1,1,1,1
Potato & leeks (with coconut milk),167.0,11.0,1.2,0.0,0.0,12.9,2.4,1,1,1
Potato (Tempered),113.0,16.6,2.6,0.0,0.0,4.8,2.1,1,1,1
Potato & Dried Fish (Tempered),168.39954,10.634164,1.9049531,0.0,0.0,6.6358485,16.385431,0,1,1
"Potato & Tomato (Tempered, with coconut milk)",158.6338,11.929136,1.595327,0.0,0.0,11.077349,2.4357719,1,1,1
Potato (Deep Fried),257.16409,22.138538,2.523412,0.0,0.0,17.366776,2.450057,1,1,1
"Potato (Tempered & Boiled,with coconut milk)",183.8938,12.967556,2.1484849,0.0,0.0,13.320413,2.5708399,1,1,1
"Potato  (Fish & Vegetables, Tempered)",225.19601,11.79743,3.3235459,0.0,0.0,8.9768419,23.865257,0,1,1
"Potato (Boiled, Curry)",86.974998,18.48525,2.1070001,0.0,0.0,0.30625001,2.0457499,1,1,1
Sweet Potato (Boiled),84.0,20.5,2.1,0.0,0.0,0.3,1.1,1,0,1
Sweet Potato (with coconut milk),162.0,20.6,3.5,0.0,0.0,8.6,1.8,1,0,1
Palmayra Tuber (Boiled),22.58639908,4.63021183,2.258640051,0.0,0.0,0.112931997,0.470550001,1,1,1
"Starchy White Root/ Tuber & Vegetable (NFS, Tempered)",136.7526703,13.47188377,5.303244114,0.0,0.0,7.757089138,2.67430377,1,1,1
"Starchy White Root/ Tuber & Vegetable (NFS, Tempered,with coconut milk)",185.3435059,10.38048935,3.654074192,0.0,0.0,14.57011032,2.73588562,1,1,1
"Starchy White Root/ Tuber & Vegetable (NFS, with coconut milk)",166.9360504,10.76596642,3.755946159,0.0,0.0,12.26408577,2.920766354,1,1,1
Carrot,29.0,5.6,4.2,0.0,0.0,0.5,0.9,1,1,1
Cucumber,16.0,2.8,2.1,0.0,0.0,0.2,0.8,1,1,1
Lasia Stem,33.0,2.03,4.05,0.0,0.0,0.83,4.1,1,1,1
Tomato,17.0,3.2,1.6,0.0,0.0,0.3,0.8,1,1,1
Onion,40.0,9.34,1.7,0.0,0.0,0.1,1.1,1,1,1
Beet Root Salad,33.0,6.4,3.2,0.0,0.0,0.2,1.9,1,1,1
Carrot Salad,30.0,5.8,3.9,0.0,0.0,0.4,1.1,1,1,1
Carrot Salad (with Scraped coconut),87.0,5.9,4.509,0.0,0.0,6.5,1.5,1,1,1
Carrot & Tomato Salad,29.0,5.6,3.6,0.0,0.0,0.4,1.0,1,1,1
Cucumber & Tomato Salad,20.0,4.0,2.1,0.0,0.0,0.2,0.8,1,1,1
Cucumber Salad,21.0,4.2,2.3,0.0,0.0,0.2,0.9,1,1,1
Tomato Salad,22.3248,3.629338,2.269136,0.0,0.0,0.29846001,1.063985,1,1,1
"Vegetable (NFS, Tempered)",91.84256744,7.174543858,6.780965328,0.0,0.0,5.277957439,3.350068808,1,1,1
"Vegetable (NFS, Boiled with coconut milk)",161.5621033,6.903553009,3.879667282,0.0,0.0,13.28018856,3.202032804,1,1,1
"Vegetable (NFS, Tempered,with scraped coconut)",170.2814026,5.700458527,7.146770477,0.0,0.0,14.68012619,3.292898655,1,1,1
Vegetable Soup,59.39860153,9.733413696,4.264503002,0.0,0.0,0.480477005,3.513803005,1,1,1
"Vegetable, NFS, & Dried Fish Mallum (Light Tempered, with scraped coconut)",141.11607,4.3468981,5.7910295,0.0,0.0,8.2922192,11.838052,0,1,1
"Vegetable, NFS, & Dried Fish (Small, Tempered)",125.36241,5.4192939,4.6777697,0.0,0.0,6.373456,11.350463,0,1,1
"Vegetable, NFS, & Dried Fish (Small, with coconut milk)",180.21558,5.842598,2.7611854,0.0,0.0,13.915827,7.725174,0,1,1
"Vegetable, NFS, & Dried Fish (Tempered)",126.1305,5.4192939,4.6777697,0.0,0.0,6.2467012,11.877072,0,1,1
"Vegetable, NFS, & Dried Fish (with coconut milk, Tempered)",227.99112,5.842598,2.7611854,0.0,0.0,19.103952,8.0237818,0,1,1
"Vegetable NFS, & Dried Fish (with coconut milk)",180.65111,5.842598,2.7611854,0.0,0.0,13.843952,8.0237818,0,1,1
"Leafy Greens (NFS & Dried Fish,Tempered)",178.48338,6.2669487,5.2783079,0.0,0.0,7.5486746,21.131659,0,1,1
"Starchy White Root (NFS & Dried Fish,Tempered)",184.8878,9.3677254,2.9212658,0.0,0.0,9.0151577,16.20339,0,1,1
"Starchy White Root (NFS & Dried Fish , without coconut milk)",188.58249,11.72798,2.083277,0.0,0.0,12.232293,7.5782299,0,1,1
Bulath Vita,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1
Sugar,387.0,100.0,0.0,0.0,0.0,0.0,0.0,1,0,1
Coconut Milk (Fresh),169.0,3.3,0.0,0.0,0.0,16.9,1.1,1,1,1
Coconut oil,892.0,0.0,0.0,0.0,0.0,99.1,0.0,1,1,1
Spices & Seasonnings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1
Betel / Areca Nut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1
"Halmassa Anchovy (Sprat, Dried)",259.0,0.0,0.0,0.0,0.0,5.92,51.16,0,1,1
Tuna (Dried),282.0,0.0,0.0,0.0,0.0,3.37,63.79,0,1,1
"Fish (NFS, Dried)",269.2122186,0.0,0.0,0.0,0.0,5.949571275,53.93037513,0,1,1
Scrambled Eggs (2 large),180.0,0.0,0.0,1.0,180.0,14.0,12.0,1,1,0
Whole Wheat Toast (1 slice),80.0,0.0,2.0,2.0,140.0,1.0,4.0,1,1,1
Coffee (black),5.0,0.0,0.0,0.0,5.0,0.1,0.3,1,1,1
Banana,105.0,0.0,3.1,14.0,1.0,0.4,1.3,1,1,1
Grilled Chicken Salad,350.0,0.0,5.0,4.0,400.0,20.0,30.0,0,1,0
Apple,95.0,0.0,4.4,19.0,2.0,0.3,0.5,1,0,1
Salmon (4oz grilled),230.0,0.0,0.0,0.0,60.0,14.0,25.0,0,1,1
Quinoa (1 cup cooked),222.0,0.0,5.0,1.0,13.0,3.6,8.0,1,1,1
Steamed Broccoli (1 cup),55.0,0.0,5.1,2.0,40.0,0.6,3.7,1,1,1
Greek Yogurt (plain 1 cup),150.0,0.0,0.0,7.0,85.0,3.0,25.0,1,1,1
Oatmeal (1 cup cooked),160.0,0.0,4.0,1.0,2.0,3.0,6.0,1,1,1
Blueberries (1/2 cup),42.0,0.0,1.8,7.0,1.0,0.2,0.5,1,1,1
Almonds (1 oz),164.0,0.0,3.5,1.0,1.0,14.0,6.0,1,1,1
Turkey Sandwich (on wheat),340.0,0.0,5.0,6.0,850.0,12.0,22.0,0,1,0
Carrot Sticks (1 cup),52.0,0.0,3.6,6.0,88.0,0.3,1.2,1,1,1
Spaghetti Bolognese,460.0,0.0,6.0,10.0,700.0,18.0,20.0,1,1,0
Side Salad (light dressing),70.0,0.0,3.0,3.0,150.0,4.0,2.0,1,1,0
Protein Shake (Whey),120.0,0.0,1.0,2.0,160.0,1.0,24.0,1,1,0
Cereal (Frosted Flakes 1 cup),130.0,0.0,1.0,11.0,190.0,0.0,2.0,1,1,0
"Milk (2%,  1 cup)",122.0,0.0,0.0,12.0,100.0,5.0,8.0,1,1,1
Lentil Soup (1 can),230.0,0.0,12.0,6.0,650.0,3.0,15.0,1,1,0
White Rice (1 cup cooked),204.0,0.0,0.6,0.1,2.0,0.4,4.2,1,1,1
Tofu Stir-fry,400.0,0.0,7.0,9.0,500.0,22.0,18.0,1,1,0
Orange,62.0,0.0,3.1,12.0,0.0,0.2,1.2,1,1,1
Bagel (plain),270.0,0.0,2.0,5.0,430.0,1.5,11.0,1,1,0
Cream Cheese (2 tbsp),100.0,0.0,0.0,1.0,90.0,10.0,2.0,1,1,1
Tuna Salad (1/2 cup),190.0,0.0,1.0,1.0,400.0,12.0,19.0,0,1,0
Crackers (5 whole wheat),90.0,0.0,2.0,0.0,180.0,3.0,2.0,1,1,0
Beef Steak (6oz sirloin),270.0,0.0,0.0,0.0,90.0,10.0,42.0,0,1,1
Baked Potato (medium),160.0,0.0,3.8,1.0,17.0,0.2,4.3,1,1,1
Ice Cream (1/2 cup vanilla),145.0,0.0,0.5,16.0,55.0,7.5,2.5,1,0,1
Pizza (1 slice pepperoni),290.0,0.0,2.0,4.0,720.0,12.0,12.0,1,1,0
Avocado Toast (1 slice),260.0,0.0,10.0,1.0,350.0,15.0,7.0,1,1,0
Hard-Boiled Egg (1 large),78.0,0.0,0.0,0.5,62.0,5.3,6.3,1,1,1
Chicken Wrap (with tortilla),410.0,0.0,5.0,3.0,780.0,17.0,25.0,0,1,0
Grapes (1 cup),104.0,0.0,1.4,23.0,3.0,0.2,1.1,1,0,1
Cottage Cheese (1/2 cup),90.0,0.0,0.0,4.0,400.0,3.0,12.0,1,1,0
Burger (cheeseburger),550.0,0.0,3.0,7.0,1100.0,30.0,30.0,0,1,0
French Fries (medium),340.0,0.0,4.0,0.3,230.0,17.0,4.0,1,1,0
Protein Bar,210.0,0.0,6.0,1.0,180.0,7.0,20.0,1,1,0
Black Beans (1/2 cup),114.0,0.0,7.5,0.3,1.0,0.5,7.6,1,1,1
Salsa (1/4 cup),20.0,0.0,1.0,3.0,250.0,0.1,0.8,1,1,0
Chicken Noodle Soup (1 can),150.0,0.0,2.0,2.0,890.0,5.0,7.0,0,1,0
Peanut Butter (2 tbsp),190.0,0.0,2.0,3.0,140.0,16.0,7.0,1,1,1
Celery Sticks (1 cup),14.0,0.0,1.4,1.2,77.0,0.2,0.6,1,1,1
Cod (4oz baked),95.0,0.0,0.0,0.0,95.0,0.8,20.0,1,1,1
Green Beans (1 cup),31.0,0.0,2.7,3.3,6.0,0.2,1.8,1,1,1
Chocolate Chip Cookie (1 large),220.0,0.0,1.5,19.0,160.0,11.0,2.5,1,0,0
"Tea (Green,  1 cup)",2.0,0.0,0.0,0.0,2.0,0.0,0.5,1,1,1
Shrimp (3oz steamed),84.0,0.0,0.0,0.0,100.0,0.2,20.0,0,1,1
Pancakes (2 medium),180.0,0.0,1.0,6.0,450.0,5.0,5.0,1,0,0
Maple Syrup (2 tbsp),104.0,0.0,0.0,24.0,2.0,0.0,0.0,1,0,1
Sausage Link (1 cooked),85.0,0.0,0.0,0.5,300.0,7.0,5.0,0,1,0
Smoothie (Fruit & Yogurt),280.0,0.0,7.0,40.0,70.0,3.0,12.0,1,0,1
Tofu (4oz firm),90.0,0.0,2.0,1.0,10.0,5.0,10.0,1,1,1
Brown Rice (1 cup cooked),215.0,0.0,3.5,0.4,10.0,1.8,5.0,1,1,1
Bell Pepper (1 medium red),31.0,0.0,2.1,4.2,4.0,0.3,1.2,1,1,1
Hummus (2 tbsp),70.0,0.0,2.0,0.0,130.0,5.0,2.0,1,1,1
Pita Bread (1 whole wheat),170.0,0.0,5.0,2.0,320.0,1.5,6.0,1,1,0
Pork Chop (4oz grilled),220.0,0.0,0.0,0.0,70.0,10.0,30.0,0,1,1
Mashed Potatoes (1 cup),230.0,0.0,3.0,2.0,350.0,8.0,4.0,1,1,0
Corn (1 cup),132.0,0.0,3.6,8.9,2.0,1.8,4.7,1,1,1
Soda (1 can Coke),140.0,0.0,0.0,39.0,45.0,0.0,0.0,1,0,1
Pretzels (1 oz),110.0,0.0,1.0,1.0,450.0,1.0,3.0,1,1,0
Cheddar Cheese (1 oz),115.0,0.0,0.0,0.5,180.0,9.5,7.0,1,1,0
Caesar Salad (with chicken),470.0,0.0,3.0,3.0,890.0,30.0,30.0,0,1,0
Orange Juice (1 cup),112.0,0.0,0.7,20.8,2.0,0.5,1.7,1,0,1
Bacon (2 slices cooked),86.0,0.0,0.0,0.1,330.0,6.8,6.0,0,1,0
Waffles (2 homemade),220.0,0.0,1.5,3.0,420.0,9.0,6.0,1,1,0
Pear,101.0,0.0,5.5,16.0,2.0,0.2,0.6,1,0,1
Chicken Breast (4oz roasted),185.0,0.0,0.0,0.0,80.0,4.0,35.0,0,1,1
Mixed Nuts (1/4 cup),200.0,0.0,3.0,2.0,1.0,18.0,6.0,1,1,1
Tilapia (4oz baked),110.0,0.0,0.0,0.0,50.0,2.5,22.0,1,1,1
Asparagus (1 cup steamed),40.0,0.0,3.6,3.5,4.0,0.4,4.3,1,1,1
Sweet Potato (1 medium baked),103.0,0.0,3.8,7.4,41.0,0.2,2.3,1,0,1
Popcorn (3 cups air-popped),93.0,0.0,3.6,0.1,2.0,1.1,3.0,1,1,1
Raisins (1/4 cup),130.0,0.0,1.6,25.0,5.0,0.2,1.3,1,0,1
Macaroni & Cheese (1 cup),350.0,0.0,2.0,5.0,750.0,17.0,10.0,1,1,0
Tomato Soup (1 can),170.0,0.0,4.0,15.0,900.0,6.0,4.0,1,1,0
Grilled Cheese Sandwich,390.0,0.0,3.0,4.0,800.0,22.0,15.0,1,1,0
Beef Tacos (2 hard shell),380.0,0.0,5.0,3.0,600.0,22.0,18.0,0,1,0
Refried Beans (1/2 cup),115.0,0.0,6.0,1.0,480.0,1.0,7.0,1,1,0
Guacamole (1/4 cup),90.0,0.0,3.0,0.5,120.0,8.0,1.0,1,1,1
Watermelon (1 cup diced),46.0,0.0,0.6,9.4,2.0,0.2,0.9,1,1,1
English Muffin (whole wheat),134.0,0.0,4.4,1.0,210.0,1.0,6.0,1,1,0
Peanut Butter & Jelly Sandwich,390.0,0.0,5.0,20.0,450.0,17.0,12.0,1,0,0
Clam Chowder (1 cup),200.0,0.0,1.0,2.0,870.0,9.0,10.0,1,1,0
Iced Tea (Sweetened 16oz),180.0,0.0,0.0,46.0,15.0,0.0,0.0,1,0,1
Lasagna (1 serving meat),350.0,0.0,4.0,7.0,850.0,17.0,20.0,1,1,0
Garlic Bread (1 slice),150.0,0.0,1.0,1.0,310.0,7.0,4.0,1,1,0
Chocolate Milk (1 cup),200.0,0.0,1.0,24.0,160.0,8.0,8.0,1,0,0
White Bread (1 slice),70.0,0.0,0.6,1.2,140.0,1.0,2.0,1,1,1
Jelly (1 tbsp grape),50.0,0.0,0.1,12.0,5.0,0.0,0.0,1,1,1
Veggie Burger (1 patty),120.0,0.0,5.0,1.0,350.0,4.0,11.0,0,1,0
Bun (hamburger),140.0,0.0,1.0,4.0,260.0,2.0,4.0,0,1,0
Ketchup (1 tbsp),20.0,0.0,0.2,4.0,160.0,0.1,0.2,1,1,0
Muffin (Blueberry 1 large),380.0,0.0,2.0,30.0,350.0,16.0,5.0,1,0,0
Coffee (with cream/sugar),50.0,0.0,0.0,4.5,10.0,3.0,0.5,1,1,1
Potato Chips (1 oz),160.0,0.0,1.0,0.5,170.0,10.0,2.0,1,1,0
Tzatziki Sauce (2 tbsp),30.0,0.0,0.0,1.5,100.0,2.0,1.5,1,1,1
Scallops (3oz seared),95.0,0.0,0.0,0.0,180.0,1.0,17.0,1,1,0
Risotto (Mushroom 1 cup),250.0,0.0,3.0,3.0,600.0,9.0,7.0,1,1,0
Caprese Salad,240.0,0.0,2.0,5.0,350.0,18.0,10.0,1,1,0
Balsamic Vinaigrette (2 tbsp),90.0,0.0,0.0,2.5,300.0,9.0,0.0,1,1,0
Cherries (1 cup),77.0,0.0,2.5,15.0,0.0,0.5,1.6,1,1,1
Turkey Bacon (2 slices),70.0,0.0,0.0,0.5,360.0,5.0,6.0,0,1,0
Grits (1 cup cooked),150.0,0.0,2.0,0.5,320.0,1.0,3.0,1,1,0
Butter (1 tbsp),100.0,0.0,0.0,0.0,82.0,11.0,0.1,1,1,1
Meatball Sub (6 inch),580.0,0.0,6.0,10.0,1200.0,27.0,28.0,1,1,0
Kiwifruit (1 medium),46.0,0.0,2.3,6.7,2.0,0.4,0.9,1,1,1
Beef Jerky (1 oz),116.0,0.0,0.5,2.5,590.0,7.2,9.4,0,1,0
Figs (2 medium),74.0,0.0,2.9,16.2,2.0,0.3,0.6,1,0,1
Lobster (3oz steamed),76.0,0.0,0.0,0.0,250.0,0.7,16.0,1,1,0
Melted Butter (for lobster),200.0,0.0,0.0,0.0,164.0,22.0,0.2,1,1,0
Corn on the Cob (1 large),125.0,0.0,3.0,5.0,2.0,1.5,5.0,1,1,1
Vegetable Soup (1 can),140.0,0.0,6.0,8.0,780.0,4.0,4.0,1,1,0
Saltine Crackers (5 crackers),60.0,0.0,0.5,0.0,140.0,1.5,1.0,1,1,1
Mango (1 cup slices),99.0,0.0,2.6,22.5,2.0,0.6,1.4,1,0,1
Cheesecake (1 slice),320.0,0.0,1.0,20.0,280.0,21.0,5.0,1,0,0
Pad Thai (Chicken 1.5 cups),550.0,0.0,5.0,10.0,950.0,22.0,25.0,0,1,0
Spring Roll (Veg 2 rolls),180.0,0.0,3.0,3.0,450.0,7.0,4.0,1,1,0
Coconut Water (1 cup),46.0,0.0,2.6,6.3,252.0,0.5,1.7,1,1,0
Kimchi (1/2 cup),22.0,0.0,2.4,1.5,750.0,0.4,1.7,1,1,0
Sashimi (Salmon 3 pcs),120.0,0.0,0.0,0.0,45.0,5.0,18.0,0,1,1
Wasabi (1 tsp),10.0,0.0,0.3,1.0,40.0,0.1,0.1,1,1,1
Seaweed Salad (1/2 cup),60.0,0.0,2.0,4.0,350.0,3.0,2.0,1,1,0
French Onion Soup (1 cup),150.0,0.0,2.0,5.0,800.0,7.0,6.0,1,1,0
Croutons (1/4 cup),50.0,0.0,0.5,0.5,140.0,2.0,1.5,1,1,1
Shepherd's Pie (1 serving),400.0,0.0,6.0,7.0,850.0,20.0,20.0,1,1,0
Green Peas (1/2 cup),62.0,0.0,4.4,4.2,2.0,0.2,4.1,1,1,1
Apple Pie (1 slice),410.0,0.0,3.0,25.0,320.0,19.0,3.0,1,0,0
Gin & Tonic (1 drink),170.0,0.0,0.0,13.0,2.0,0.0,0.0,1,1,1
Red Wine (5 oz glass),125.0,0.0,0.0,0.9,6.0,0.0,0.1,1,1,1
Halibut (4oz baked),125.0,0.0,0.0,0.0,60.0,2.5,24.0,1,1,1
Quinoa Salad (1 cup),260.0,0.0,6.0,4.0,300.0,12.0,9.0,1,1,0
Lemonade (1 cup),99.0,0.0,0.1,25.0,30.0,0.0,0.1,1,0,1
Pistachios (1 oz shelled),159.0,0.0,3.0,2.2,2.0,12.8,5.7,1,1,1
Oat Milk (1 cup),120.0,0.0,2.0,7.0,100.0,5.0,3.0,1,1,1
Biscuits and Gravy (1 serving),480.0,0.0,2.0,3.0,1100.0,28.0,10.0,1,1,0
Avocado (1/2 fruit),160.0,0.0,6.7,0.7,7.0,14.7,2.0,1,1,1
Corn Flakes (1 cup),100.0,0.0,1.0,3.0,200.0,0.0,2.0,1,1,0
T-Bone Steak (6oz),460.0,0.0,0.0,0.0,110.0,33.0,38.0,0,1,1
Creamed Spinach (1/2 cup),190.0,0.0,3.0,2.0,450.0,16.0,5.0,1,1,0
Pecans (1 oz),196.0,0.0,2.7,1.1,0.0,20.4,2.6,1,1,1
Fruit Cocktail (canned 1 cup),110.0,0.0,2.0,26.0,10.0,0.0,1.0,1,0,1
Ramen (Instant 1 pack),380.0,0.0,2.0,2.0,1580.0,14.0,9.0,1,1,0
Mocha Latte (16oz),360.0,0.0,2.0,42.0,150.0,15.0,12.0,1,0,0
Cucumber Slices (1 cup),16.0,0.0,0.5,1.7,2.0,0.1,0.7,1,1,1
Feta Cheese (1 oz),75.0,0.0,0.0,0.7,316.0,6.1,4.0,1,1,0
Olives (Kalamata 5 large),35.0,0.0,0.5,0.0,210.0,3.5,0.2,1,1,0
Chicken Alfredo (1.5 cups),680.0,0.0,4.0,5.0,980.0,38.0,35.0,0,1,0
Breadstick (1 large),160.0,0.0,1.0,2.0,350.0,3.0,4.0,1,1,0
Cobb Salad,510.0,0.0,7.0,6.0,800.0,38.0,30.0,1,1,0
Blue Cheese Dressing (2 tbsp),150.0,0.0,0.0,1.0,320.0,16.0,1.0,1,1,0
Mandarin Orange (1 medium),37.0,0.0,1.3,7.3,1.0,0.2,0.6,1,1,1
Cashews (1 oz roasted),163.0,0.0,0.9,1.4,140.0,13.1,4.3,1,1,1
Eggo Waffle (2 waffles),180.0,0.0,1.0,4.0,400.0,5.0,4.0,1,1,0
Diet Soda (1 can),0.0,0.0,0.0,0.0,40.0,0.0,0.0,1,0,1
Pulled Pork Sandwich,480.0,0.0,3.0,15.0,900.0,20.0,25.0,0,1,0
Macadamia Nuts (1 oz),204.0,0.0,2.4,1.3,1.0,21.5,2.2,1,1,1
Crab Cakes (2 medium),340.0,0.0,1.0,2.0,700.0,20.0,20.0,0,0,0
Tartar Sauce (2 tbsp),60.0,0.0,0.1,1.5,180.0,5.5,0.2,1,1,0
Lemon Bar (1 square),150.0,0.0,0.5,15.0,80.0,6.0,1.5,1,1,1
Almond Milk (Unsweetened 1 cup),30.0,0.0,1.0,0.0,160.0,2.5,1.0,1,0,0
Rice Krispies (1.5 cups),160.0,0.0,0.5,4.0,290.0,0.5,3.0,1,1,0
Sugar (1 tsp for cereal),16.0,0.0,0.0,4.0,0.0,0.0,0.0,1,1,1
Tuna (Canned 3oz in water),90.0,0.0,0.0,0.0,250.0,1.0,20.0,0,1,0
Mayonnaise (1 tbsp),90.0,0.0,0.0,0.1,70.0,10.0,0.1,1,1,1
Pickle (1 spear dill),5.0,0.0,0.3,0.5,300.0,0.1,0.2,1,1,0
Lobster Bisque (1 cup),250.0,0.0,1.0,3.0,850.0,18.0,8.0,1,1,0
Reuben Sandwich,650.0,0.0,5.0,6.0,1500.0,40.0,28.0,1,1,0
Sauerkraut (1/4 cup side),7.0,0.0,1.0,0.6,234.0,0.0,0.3,1,1,0
Mushroom (White 1 cup sliced),15.0,0.0,0.7,1.4,4.0,0.2,2.2,1,1,1
Soy Milk (Original 1 cup),110.0,0.0,2.0,6.0,125.0,4.5,8.0,1,1,1
Chicken Tikka Masala (1.5 cups),480.0,0.0,5.0,8.0,900.0,30.0,30.0,0,1,0
Naan Bread (1 piece),260.0,0.0,2.0,3.0,450.0,5.0,8.0,1,1,0
Cucumber Salad (1/2 cup),40.0,0.0,1.0,4.0,200.0,2.0,1.0,1,1,0
Vodka Soda (1 drink),100.0,0.0,0.0,0.0,5.0,0.0,0.0,1,0,1
Chocolate Croissant,350.0,0.0,3.0,15.0,300.0,19.0,6.0,1,0,0
Sweet & Sour Chicken (1 cup),380.0,0.0,3.0,25.0,750.0,15.0,18.0,0,0,0
Egg Drop Soup (1 cup),65.0,0.0,0.5,1.0,780.0,2.0,5.0,1,1,0
String Cheese (1 stick),80.0,0.0,0.0,0.0,210.0,6.0,6.0,1,1,0
Turkey Burger (1 patty),160.0,0.0,0.0,1.0,400.0,8.0,22.0,0,1,0
"Mustard (1 tbsp,  yellow)",10.0,0.0,0.5,0.0,160.0,0.5,0.5,1,1,0
Potato Salad (1/2 cup),180.0,0.0,2.0,3.0,500.0,11.0,2.0,1,1,0
Cranberry Juice (1 cup),130.0,0.0,0.0,30.0,10.0,0.0,0.0,1,0,1
"Spinach (1 cup,  raw)",7.0,0.0,0.7,0.1,24.0,0.1,0.9,1,1,1
Chicken Piccata (1 serving),350.0,0.0,1.0,2.0,600.0,20.0,30.0,0,1,0
Angel Hair Pasta (1 cup),200.0,0.0,2.0,1.0,1.0,1.0,7.0,1,1,1
Olive Oil (1 tbsp),120.0,0.0,0.0,0.0,0.0,14.0,0.0,1,1,1
Garlic (1 clove),4.0,0.0,0.1,0.0,1.0,0.0,0.2,1,1,1
Salami (3 slices),110.0,0.0,0.0,0.5,500.0,9.0,6.0,1,1,0
Provolone Cheese (1 slice),100.0,0.0,0.0,0.5,250.0,8.0,7.0,1,1,0
Ginger Ale (1 can),124.0,0.0,0.0,31.0,40.0,0.0,0.0,1,0,1
Shrimp Scampi (1 cup),380.0,0.0,3.0,3.0,750.0,15.0,22.0,0,1,0
Tiramisu (1 slice),450.0,0.0,2.0,25.0,150.0,28.0,7.0,1,0,0
Cereal Bar (Fruit),140.0,0.0,1.0,15.0,110.0,3.0,2.0,1,1,1
Veal Parmesan (1 serving),550.0,0.0,4.0,7.0,1100.0,30.0,40.0,1,1,0
Spaghetti (side),100.0,0.0,1.0,0.5,0.0,0.5,3.5,1,1,1
Hot Chocolate (1 cup),200.0,0.0,2.0,25.0,160.0,8.0,3.0,1,0,0
Coconut Shrimp (5 pcs),320.0,0.0,3.0,8.0,600.0,20.0,10.0,0,1,0
Sweet Chili Sauce (2 tbsp),70.0,0.0,0.5,16.0,450.0,0.0,0.0,1,0,0
White Wine (5 oz glass),121.0,0.0,0.0,1.4,5.0,0.0,0.1,1,1,1
Trail Mix (1/4 cup),190.0,0.0,3.0,14.0,50.0,12.0,5.0,1,1,1
Onion Rings (6 rings),280.0,0.0,3.0,4.0,500.0,16.0,4.0,1,1,0
Poached Egg (1 large),72.0,0.0,0.0,0.4,140.0,4.8,6.3,1,1,1
Canadian Bacon (2 slices),80.0,0.0,0.0,1.0,650.0,3.0,12.0,0,1,0
Eggs Benedict (1 serving),600.0,0.0,3.0,4.0,1100.0,40.0,25.0,1,1,0
Hollandaise Sauce (2 tbsp),110.0,0.0,0.0,0.2,150.0,12.0,1.0,1,1,0
Spinach Artichoke Dip (1/4 cup),160.0,0.0,2.0,2.0,350.0,14.0,5.0,1,1,0
Tortilla Chips (1 oz),140.0,0.0,2.0,0.5,120.0,7.0,2.0,1,1,1
Chicken Kebab (2 skewers),280.0,0.0,3.0,4.0,500.0,14.0,30.0,0,1,0
Bell Peppers & Onions (sautéed),60.0,0.0,3.0,6.0,30.0,2.0,1.5,1,1,1
Hummus Wrap (large),450.0,0.0,12.0,5.0,800.0,18.0,15.0,1,1,0
Kombucha (1 cup),30.0,0.0,0.0,6.0,10.0,0.0,0.0,1,1,1
Beef Stroganoff (1.5 cups),550.0,0.0,4.0,6.0,900.0,28.0,30.0,0,1,0
Egg Noodles (1 cup cooked),220.0,0.0,2.0,2.0,20.0,3.0,8.0,1,1,1
Cottage Cheese (1 cup low fat),160.0,0.0,0.0,4.0,820.0,2.5,28.0,1,1,0
Tomato (1 medium sliced),22.0,0.0,1.5,3.2,6.0,0.2,1.1,1,1,1
Black Pepper (1 tsp),6.0,0.0,0.6,0.0,0.0,0.1,0.2,1,1,1
