generic_name,therapeutic_class,action_class,treatment_area,condition,source,confidence
nitroprusside,CARDIAC,NO Donor,Cardiovascular,Hypertension,therapeutic_class,0.8
nitroprusside,CARDIAC,NO Donor,Cardiovascular,Heart Disease,therapeutic_class,0.8
nitroprusside,CARDIAC,NO Donor,Cardiovascular,Angina,therapeutic_class,0.8
nitroprusside,CARDIAC,NO Donor,Cardiovascular,Arrhythmia,therapeutic_class,0.8
nitroprusside,CARDIAC,NO Donor,Cardiovascular,Heart Failure,therapeutic_class,0.8
nitroprusside,CARDIAC,NO Donor,Cardiovascular,Hyperlipidemia,therapeutic_class,0.8
nystatin,ANTI INFECTIVES,Fungal cell membrane active agen,Infectious Disease,Bacterial Infection,therapeutic_class,0.8
nystatin,ANTI INFECTIVES,Fungal cell membrane active agen,Infectious Disease,Infection,therapeutic_class,0.8
nystatin,ANTI INFECTIVES,Fungal cell membrane active agen,Infectious Disease,Sepsis,therapeutic_class,0.8
varenicline,NEURO CNS,Cholinomimetic Alkaloids-Vareniclin,Neurology / Psychiatry,Epilepsy,therapeutic_class,0.8
varenicline,NEURO CNS,Cholinomimetic Alkaloids-Vareniclin,Neurology / Psychiatry,Anxiety,therapeutic_class,0.8
varenicline,NEURO CNS,Cholinomimetic Alkaloids-Vareniclin,Neurology / Psychiatry,Depression,therapeutic_class,0.8
varenicline,NEURO CNS,Cholinomimetic Alkaloids-Vareniclin,Neurology / Psychiatry,Insomnia,therapeutic_class,0.8
varenicline,NEURO CNS,Cholinomimetic Alkaloids-Vareniclin,Neurology / Psychiatry,Seizure Disorder,therapeutic_class,0.8
varenicline,NEURO CNS,Cholinomimetic Alkaloids-Vareniclin,Neurology / Psychiatry,Neuropathic Pain,therapeutic_class,0.8
ethinyl estradiol+etonogestrel,GYNAECOLOGICA,,Gynecology,Vaginal Infection,therapeutic_class,0.8
ethinyl estradiol+etonogestrel,GYNAECOLOGICA,,Gynecology,Hormonal Irregularity,therapeutic_class,0.8
niclosamide,ANTI INFECTIVES,Antiprotozoal agent,Infectious Disease,Bacterial Infection,therapeutic_class,0.8
niclosamide,ANTI INFECTIVES,Antiprotozoal agent,Infectious Disease,Infection,therapeutic_class,0.8
niclosamide,ANTI INFECTIVES,Antiprotozoal agent,Infectious Disease,Sepsis,therapeutic_class,0.8
mitoxantrone,ANTI NEOPLASTICS,Alkaloids-cytotoxic agent,Oncology,Cancer,therapeutic_class,0.8
mitoxantrone,ANTI NEOPLASTICS,Alkaloids-cytotoxic agent,Oncology,Malignant Tumor,therapeutic_class,0.8
mitoxantrone,ANTI NEOPLASTICS,Alkaloids-cytotoxic agent,Oncology,Leukemia,therapeutic_class,0.8
pancuronium,PAIN ANALGESICS,Skeletal muscle relaxant- Peripherally actin,Pain Management,Pain,therapeutic_class,0.8
pancuronium,PAIN ANALGESICS,Skeletal muscle relaxant- Peripherally actin,Pain Management,Inflammation,therapeutic_class,0.8
pancuronium,PAIN ANALGESICS,Skeletal muscle relaxant- Peripherally actin,Pain Management,Arthritis,therapeutic_class,0.8
pancuronium,PAIN ANALGESICS,Skeletal muscle relaxant- Peripherally actin,Pain Management,Musculoskeletal Pain,therapeutic_class,0.8
cefazolin,ANTI INFECTIVES,Cephalosporins   1st generatio,Infectious Disease,Bacterial Infection,therapeutic_class,0.8
cefazolin,ANTI INFECTIVES,Cephalosporins   1st generatio,Infectious Disease,Infection,therapeutic_class,0.8
cefazolin,ANTI INFECTIVES,Cephalosporins   1st generatio,Infectious Disease,Sepsis,therapeutic_class,0.8
naratriptan,NEURO CNS,Triptans (5HT 1B/1D Agonist,Neurology / Psychiatry,Epilepsy,therapeutic_class,0.8
naratriptan,NEURO CNS,Triptans (5HT 1B/1D Agonist,Neurology / Psychiatry,Anxiety,therapeutic_class,0.8
naratriptan,NEURO CNS,Triptans (5HT 1B/1D Agonist,Neurology / Psychiatry,Depression,therapeutic_class,0.8
naratriptan,NEURO CNS,Triptans (5HT 1B/1D Agonist,Neurology / Psychiatry,Insomnia,therapeutic_class,0.8
naratriptan,NEURO CNS,Triptans (5HT 1B/1D Agonist,Neurology / Psychiatry,Seizure Disorder,therapeutic_class,0.8
naratriptan,NEURO CNS,Triptans (5HT 1B/1D Agonist,Neurology / Psychiatry,Neuropathic Pain,therapeutic_class,0.8
calcium pantothenate,VITAMINS MINERALS NUTRIENTS,Vitamin,Nutrition,Nutritional Deficiency,therapeutic_class,0.8
calcium pantothenate,VITAMINS MINERALS NUTRIENTS,Vitamin,Nutrition,Vitamin Deficiency,therapeutic_class,0.8
methylcobalamin+alpha lipoic acid+myo-inositol+folic acid+chromium picolinate+selenium+benfotiamine,VITAMINS MINERALS NUTRIENT,,Nutrition,Nutritional Deficiency,therapeutic_class,0.8
methylcobalamin+alpha lipoic acid+myo-inositol+folic acid+chromium picolinate+selenium+benfotiamine,VITAMINS MINERALS NUTRIENT,,Nutrition,Vitamin Deficiency,therapeutic_class,0.8
methylcobalamin+alpha lipoic acid+myo-inositol+folic acid+chromium picolinate+selenium+benfotiamine,VITAMINS MINERALS NUTRIENT,,Nutrition,Mineral Deficiency,therapeutic_class,0.8
ceritinib,ANTI NEOPLASTICS,Tyrosine kinase inhibitor,Oncology,Cancer,therapeutic_class,0.8
ceritinib,ANTI NEOPLASTICS,Tyrosine kinase inhibitor,Oncology,Malignant Tumor,therapeutic_class,0.8
ceritinib,ANTI NEOPLASTICS,Tyrosine kinase inhibitor,Oncology,Leukemia,therapeutic_class,0.8
nevirapine,ANTI INFECTIVES,Non-Nucleoside reverse transcriptase inhibitors (NNRTIs,Infectious Disease,Bacterial Infection,therapeutic_class,0.8
nevirapine,ANTI INFECTIVES,Non-Nucleoside reverse transcriptase inhibitors (NNRTIs,Infectious Disease,Infection,therapeutic_class,0.8
nevirapine,ANTI INFECTIVES,Non-Nucleoside reverse transcriptase inhibitors (NNRTIs,Infectious Disease,Sepsis,therapeutic_class,0.8
nimorazole,GASTRO INTESTINA,,Gastroenterology,Acid Reflux,therapeutic_class,0.8
nimorazole,GASTRO INTESTINA,,Gastroenterology,GERD,therapeutic_class,0.8
nimorazole,GASTRO INTESTINA,,Gastroenterology,Peptic Ulcer,therapeutic_class,0.8
nimorazole,GASTRO INTESTINA,,Gastroenterology,Nausea,therapeutic_class,0.8
regorafenib,ANTI NEOPLASTICS,Tyrosine kinase inhibitor,Oncology,Cancer,therapeutic_class,0.8
regorafenib,ANTI NEOPLASTICS,Tyrosine kinase inhibitor,Oncology,Malignant Tumor,therapeutic_class,0.8
regorafenib,ANTI NEOPLASTICS,Tyrosine kinase inhibitor,Oncology,Leukemia,therapeutic_class,0.8
vinorelbine,ANTI NEOPLASTICS,Antimicrotubule agents- Vinka alkaloi,Oncology,Cancer,therapeutic_class,0.8
vinorelbine,ANTI NEOPLASTICS,Antimicrotubule agents- Vinka alkaloi,Oncology,Malignant Tumor,therapeutic_class,0.8
vinorelbine,ANTI NEOPLASTICS,Antimicrotubule agents- Vinka alkaloi,Oncology,Leukemia,therapeutic_class,0.8
nabumetone,PAIN ANALGESICS,NSAID,Pain Management,Pain,therapeutic_class,0.8
nabumetone,PAIN ANALGESICS,NSAID,Pain Management,Inflammation,therapeutic_class,0.8
nabumetone,PAIN ANALGESICS,NSAID,Pain Management,Arthritis,therapeutic_class,0.8
nabumetone,PAIN ANALGESICS,NSAID,Pain Management,Musculoskeletal Pain,therapeutic_class,0.8
vilazodone,NEURO CNS,Serotonin partial agonist reuptake inhibitor (SPARI,Neurology / Psychiatry,Epilepsy,therapeutic_class,0.8
vilazodone,NEURO CNS,Serotonin partial agonist reuptake inhibitor (SPARI,Neurology / Psychiatry,Anxiety,therapeutic_class,0.8
vilazodone,NEURO CNS,Serotonin partial agonist reuptake inhibitor (SPARI,Neurology / Psychiatry,Depression,therapeutic_class,0.8
vilazodone,NEURO CNS,Serotonin partial agonist reuptake inhibitor (SPARI,Neurology / Psychiatry,Insomnia,therapeutic_class,0.8
vilazodone,NEURO CNS,Serotonin partial agonist reuptake inhibitor (SPARI,Neurology / Psychiatry,Seizure Disorder,therapeutic_class,0.8
vilazodone,NEURO CNS,Serotonin partial agonist reuptake inhibitor (SPARI,Neurology / Psychiatry,Neuropathic Pain,therapeutic_class,0.8
darolutamide,ANTI NEOPLASTIC,,Oncology,Cancer,therapeutic_class,0.8
darolutamide,ANTI NEOPLASTIC,,Oncology,Prostate Cancer,therapeutic_class,0.8
darolutamide,ANTI NEOPLASTIC,,Oncology,Breast Cancer,therapeutic_class,0.8
darolutamide,ANTI NEOPLASTIC,,Oncology,Malignant Tumor,therapeutic_class,0.8
nartograstim,OTHERS,Granulocyte-colony stimulating factor (G-CSF,General Medicine,Weight Management,therapeutic_class,0.8
nartograstim,OTHERS,Granulocyte-colony stimulating factor (G-CSF,General Medicine,Obesity,therapeutic_class,0.8
ropivacaine,PAIN ANALGESICS,Local anaesthetic (Amides,Pain Management,Pain,therapeutic_class,0.8
ropivacaine,PAIN ANALGESICS,Local anaesthetic (Amides,Pain Management,Inflammation,therapeutic_class,0.8
ropivacaine,PAIN ANALGESICS,Local anaesthetic (Amides,Pain Management,Arthritis,therapeutic_class,0.8
ropivacaine,PAIN ANALGESICS,Local anaesthetic (Amides,Pain Management,Musculoskeletal Pain,therapeutic_class,0.8
chlormezanone,PAIN ANALGESIC,,Pain Management,Pain,therapeutic_class,0.8
chlormezanone,PAIN ANALGESIC,,Pain Management,Inflammation,therapeutic_class,0.8
chlormezanone,PAIN ANALGESIC,,Pain Management,Arthritis,therapeutic_class,0.8
chlormezanone,PAIN ANALGESIC,,Pain Management,Musculoskeletal Pain,therapeutic_class,0.8
succinyl choline chloride,PAIN ANALGESICS,Skeletal muscle relaxant- Peripherally actin,Pain Management,Pain,therapeutic_class,0.8
succinyl choline chloride,PAIN ANALGESICS,Skeletal muscle relaxant- Peripherally actin,Pain Management,Inflammation,therapeutic_class,0.8
succinyl choline chloride,PAIN ANALGESICS,Skeletal muscle relaxant- Peripherally actin,Pain Management,Arthritis,therapeutic_class,0.8
succinyl choline chloride,PAIN ANALGESICS,Skeletal muscle relaxant- Peripherally actin,Pain Management,Musculoskeletal Pain,therapeutic_class,0.8
dibucaine,PAIN ANALGESICS,Local anaesthetic (Amides,Pain Management,Pain,therapeutic_class,0.8
dibucaine,PAIN ANALGESICS,Local anaesthetic (Amides,Pain Management,Inflammation,therapeutic_class,0.8
dibucaine,PAIN ANALGESICS,Local anaesthetic (Amides,Pain Management,Arthritis,therapeutic_class,0.8
dibucaine,PAIN ANALGESICS,Local anaesthetic (Amides,Pain Management,Musculoskeletal Pain,therapeutic_class,0.8
desidustat,BLOOD RELATE,,Hematology,Anemia,therapeutic_class,0.8
desidustat,BLOOD RELATE,,Hematology,Iron Deficiency,therapeutic_class,0.8
chromium,VITAMINS MINERALS NUTRIENT,,Nutrition,Nutritional Deficiency,therapeutic_class,0.8
chromium,VITAMINS MINERALS NUTRIENT,,Nutrition,Vitamin Deficiency,therapeutic_class,0.8
chromium,VITAMINS MINERALS NUTRIENT,,Nutrition,Mineral Deficiency,therapeutic_class,0.8
bacillus calmette-guerin strain,VACCINE,,Preventive Medicine,Vaccination / Immunization,therapeutic_class,0.8
oxytetracycline,ANTI INFECTIVES,Tetracycline,Infectious Disease,Bacterial Infection,therapeutic_class,0.8
oxytetracycline,ANTI INFECTIVES,Tetracycline,Infectious Disease,Infection,therapeutic_class,0.8
oxytetracycline,ANTI INFECTIVES,Tetracycline,Infectious Disease,Sepsis,therapeutic_class,0.8
octenidine,DERMA,Local antimicrobial antisepti,Dermatology,Skin Infection,therapeutic_class,0.8
octenidine,DERMA,Local antimicrobial antisepti,Dermatology,Dermatitis,therapeutic_class,0.8
octenidine,DERMA,Local antimicrobial antisepti,Dermatology,Fungal Infection,therapeutic_class,0.8
octenidine,DERMA,Local antimicrobial antisepti,Dermatology,Acne,therapeutic_class,0.8
octenidine,DERMA,Local antimicrobial antisepti,Dermatology,Eczema,therapeutic_class,0.8
oxytocics and prostaglandin e1   e2 and products for cervical dilatation,GYNAECOLOGICA,,Gynecology,Vaginal Infection,therapeutic_class,0.8
oxytocics and prostaglandin e1   e2 and products for cervical dilatation,GYNAECOLOGICA,,Gynecology,Hormonal Irregularity,therapeutic_class,0.8
dexamethasone intravitreal implant,RESPIRATORY,Intravitreal corticosteriod implant,Respiratory,Asthma,therapeutic_class,0.8
dexamethasone intravitreal implant,RESPIRATORY,Intravitreal corticosteriod implant,Respiratory,Allergic Rhinitis,therapeutic_class,0.8
dexamethasone intravitreal implant,RESPIRATORY,Intravitreal corticosteriod implant,Respiratory,COPD,therapeutic_class,0.8
dexamethasone intravitreal implant,RESPIRATORY,Intravitreal corticosteriod implant,Respiratory,Cough,therapeutic_class,0.8
dexamethasone intravitreal implant,RESPIRATORY,Intravitreal corticosteriod implant,Respiratory,Common Cold,therapeutic_class,0.8
dexamethasone intravitreal implant,RESPIRATORY,Intravitreal corticosteriod implant,Respiratory,Bronchitis,therapeutic_class,0.8
tetrachlorodecaoxygen anion,DERMA,Antiseptics and disinfectant,Dermatology,Skin Infection,therapeutic_class,0.8
tetrachlorodecaoxygen anion,DERMA,Antiseptics and disinfectant,Dermatology,Dermatitis,therapeutic_class,0.8
tetrachlorodecaoxygen anion,DERMA,Antiseptics and disinfectant,Dermatology,Fungal Infection,therapeutic_class,0.8
tetrachlorodecaoxygen anion,DERMA,Antiseptics and disinfectant,Dermatology,Acne,therapeutic_class,0.8
tetrachlorodecaoxygen anion,DERMA,Antiseptics and disinfectant,Dermatology,Eczema,therapeutic_class,0.8
gadodiamide,OTHERS,Radio contrast agent,General Medicine,Weight Management,therapeutic_class,0.8
gadodiamide,OTHERS,Radio contrast agent,General Medicine,Obesity,therapeutic_class,0.8
uniflexin,DERMA,Proteoglycan synthesis Stimulato,Dermatology,Skin Infection,therapeutic_class,0.8
uniflexin,DERMA,Proteoglycan synthesis Stimulato,Dermatology,Dermatitis,therapeutic_class,0.8
uniflexin,DERMA,Proteoglycan synthesis Stimulato,Dermatology,Fungal Infection,therapeutic_class,0.8
uniflexin,DERMA,Proteoglycan synthesis Stimulato,Dermatology,Acne,therapeutic_class,0.8
uniflexin,DERMA,Proteoglycan synthesis Stimulato,Dermatology,Eczema,therapeutic_class,0.8
diclofenac diethylamine+linseed oil+methyl salicylate+menthol,PAIN ANALGESIC,,Pain Management,Pain,therapeutic_class,0.8
diclofenac diethylamine+linseed oil+methyl salicylate+menthol,PAIN ANALGESIC,,Pain Management,Inflammation,therapeutic_class,0.8
diclofenac diethylamine+linseed oil+methyl salicylate+menthol,PAIN ANALGESIC,,Pain Management,Arthritis,therapeutic_class,0.8
diclofenac diethylamine+linseed oil+methyl salicylate+menthol,PAIN ANALGESIC,,Pain Management,Musculoskeletal Pain,therapeutic_class,0.8
recombinant human parathyroid hormone,PAIN ANALGESIC,,Pain Management,Pain,therapeutic_class,0.8
recombinant human parathyroid hormone,PAIN ANALGESIC,,Pain Management,Inflammation,therapeutic_class,0.8
recombinant human parathyroid hormone,PAIN ANALGESIC,,Pain Management,Arthritis,therapeutic_class,0.8
recombinant human parathyroid hormone,PAIN ANALGESIC,,Pain Management,Musculoskeletal Pain,therapeutic_class,0.8
domperidone+omeprazole,GASTRO INTESTINA,,Gastroenterology,Acid Reflux,therapeutic_class,0.8
domperidone+omeprazole,GASTRO INTESTINA,,Gastroenterology,GERD,therapeutic_class,0.8
domperidone+omeprazole,GASTRO INTESTINA,,Gastroenterology,Peptic Ulcer,therapeutic_class,0.8
domperidone+omeprazole,GASTRO INTESTINA,,Gastroenterology,Nausea,therapeutic_class,0.8
aflapin,PAIN ANALGESICS,5-lipoxygenase inhibito,Pain Management,Pain,therapeutic_class,0.8
aflapin,PAIN ANALGESICS,5-lipoxygenase inhibito,Pain Management,Inflammation,therapeutic_class,0.8
aflapin,PAIN ANALGESICS,5-lipoxygenase inhibito,Pain Management,Arthritis,therapeutic_class,0.8
aflapin,PAIN ANALGESICS,5-lipoxygenase inhibito,Pain Management,Musculoskeletal Pain,therapeutic_class,0.8
pertuzumab,ANTI NEOPLASTIC,,Oncology,Cancer,therapeutic_class,0.8
pertuzumab,ANTI NEOPLASTIC,,Oncology,Prostate Cancer,therapeutic_class,0.8
pertuzumab,ANTI NEOPLASTIC,,Oncology,Breast Cancer,therapeutic_class,0.8
pertuzumab,ANTI NEOPLASTIC,,Oncology,Malignant Tumor,therapeutic_class,0.8
pneumococcal 13 valent conjugate vaccine,VACCINE,,Preventive Medicine,Vaccination / Immunization,therapeutic_class,0.8
placenta extracts,GYNAECOLOGICAL,Skin Regenerative agent,Gynecology,Gynecological Infection,therapeutic_class,0.8
placenta extracts,GYNAECOLOGICAL,Skin Regenerative agent,Gynecology,Hormonal Irregularity,therapeutic_class,0.8
placenta extracts,GYNAECOLOGICAL,Skin Regenerative agent,Gynecology,PCOS,therapeutic_class,0.8
placenta extracts,GYNAECOLOGICAL,Skin Regenerative agent,Gynecology,Menstrual Disorder,therapeutic_class,0.8
phenazopyridine,UROLOGY,Urinary tract analgesic,Urology,Benign Prostatic Hyperplasia,therapeutic_class,0.8
phenazopyridine,UROLOGY,Urinary tract analgesic,Urology,Urinary Tract Disorder,therapeutic_class,0.8
pneumococcal polysaccharide vaccine,VACCINE,,Preventive Medicine,Vaccination / Immunization,therapeutic_class,0.8
euphorbia prostrata extract,GASTRO INTESTINA,,Gastroenterology,Acid Reflux,therapeutic_class,0.8
euphorbia prostrata extract,GASTRO INTESTINA,,Gastroenterology,GERD,therapeutic_class,0.8
euphorbia prostrata extract,GASTRO INTESTINA,,Gastroenterology,Peptic Ulcer,therapeutic_class,0.8
euphorbia prostrata extract,GASTRO INTESTINA,,Gastroenterology,Nausea,therapeutic_class,0.8
podophyllum resin,DERM,,Dermatology,Skin Infection,therapeutic_class,0.8
podophyllum resin,DERM,,Dermatology,Dermatitis,therapeutic_class,0.8
podophyllum resin,DERM,,Dermatology,Fungal Infection,therapeutic_class,0.8
podophyllum resin,DERM,,Dermatology,Eczema,therapeutic_class,0.8
podophyllum resin,DERM,,Dermatology,Psoriasis,therapeutic_class,0.8
propyl thiouracil,HORMONES,Antithyroid agents-Thyroid peroxidase inhibitor,Endocrinology,Hormonal Imbalance,therapeutic_class,0.8
propyl thiouracil,HORMONES,Antithyroid agents-Thyroid peroxidase inhibitor,Endocrinology,Hypothyroidism,therapeutic_class,0.8
propyl thiouracil,HORMONES,Antithyroid agents-Thyroid peroxidase inhibitor,Endocrinology,Adrenal Insufficiency,therapeutic_class,0.8
propyl thiouracil,HORMONES,Antithyroid agents-Thyroid peroxidase inhibitor,Endocrinology,Growth Disorder,therapeutic_class,0.8
pneumococcal polysaccharide conjugate vaccine,VACCINES,Subunit (Purified antigen,Preventive Medicine,Vaccination / Immunization,therapeutic_class,0.8
tadalafil ip,SEX STIMULANTS REJUVENATORS,Phosphodiesterase-V inhibitor,Urology / Cardiology,Erectile Dysfunction,therapeutic_class,0.8
tadalafil ip,SEX STIMULANTS REJUVENATORS,Phosphodiesterase-V inhibitor,Urology / Cardiology,Pulmonary Arterial Hypertension,therapeutic_class,0.8
nirmatrelvir,ANTI INFECTIVE,,Infectious Disease,Bacterial Infection,therapeutic_class,0.8
nirmatrelvir,ANTI INFECTIVE,,Infectious Disease,Infection,therapeutic_class,0.8
becaplermin,DERMA,Recombinant human platelet-derived growth factor (rhPDGF)- Diabetic foot ulce,Dermatology,Skin Infection,therapeutic_class,0.8
becaplermin,DERMA,Recombinant human platelet-derived growth factor (rhPDGF)- Diabetic foot ulce,Dermatology,Dermatitis,therapeutic_class,0.8
becaplermin,DERMA,Recombinant human platelet-derived growth factor (rhPDGF)- Diabetic foot ulce,Dermatology,Fungal Infection,therapeutic_class,0.8
becaplermin,DERMA,Recombinant human platelet-derived growth factor (rhPDGF)- Diabetic foot ulce,Dermatology,Acne,therapeutic_class,0.8
becaplermin,DERMA,Recombinant human platelet-derived growth factor (rhPDGF)- Diabetic foot ulce,Dermatology,Eczema,therapeutic_class,0.8
thiopental sodium,PAIN ANALGESICS,Barbiturat,Pain Management,Pain,therapeutic_class,0.8
thiopental sodium,PAIN ANALGESICS,Barbiturat,Pain Management,Inflammation,therapeutic_class,0.8
thiopental sodium,PAIN ANALGESICS,Barbiturat,Pain Management,Arthritis,therapeutic_class,0.8
thiopental sodium,PAIN ANALGESICS,Barbiturat,Pain Management,Musculoskeletal Pain,therapeutic_class,0.8
papaverine,GASTRO INTESTINAL,Phosphodiesterase (non specific) inhibito,Gastroenterology,Acid Reflux,therapeutic_class,0.8
papaverine,GASTRO INTESTINAL,Phosphodiesterase (non specific) inhibito,Gastroenterology,GERD,therapeutic_class,0.8
papaverine,GASTRO INTESTINAL,Phosphodiesterase (non specific) inhibito,Gastroenterology,Peptic Ulcer,therapeutic_class,0.8
papaverine,GASTRO INTESTINAL,Phosphodiesterase (non specific) inhibito,Gastroenterology,Gastritis,therapeutic_class,0.8
papaverine,GASTRO INTESTINAL,Phosphodiesterase (non specific) inhibito,Gastroenterology,Nausea,therapeutic_class,0.8
papaverine,GASTRO INTESTINAL,Phosphodiesterase (non specific) inhibito,Gastroenterology,Diarrhea,therapeutic_class,0.8
lactobacillus sporogenes,GASTRO INTESTINAL,Probiotic,Gastroenterology,Acid Reflux,therapeutic_class,0.8
lactobacillus sporogenes,GASTRO INTESTINAL,Probiotic,Gastroenterology,GERD,therapeutic_class,0.8
lactobacillus sporogenes,GASTRO INTESTINAL,Probiotic,Gastroenterology,Peptic Ulcer,therapeutic_class,0.8
lactobacillus sporogenes,GASTRO INTESTINAL,Probiotic,Gastroenterology,Gastritis,therapeutic_class,0.8
lactobacillus sporogenes,GASTRO INTESTINAL,Probiotic,Gastroenterology,Nausea,therapeutic_class,0.8
lactobacillus sporogenes,GASTRO INTESTINAL,Probiotic,Gastroenterology,Diarrhea,therapeutic_class,0.8
s-etodolac,PAIN ANALGESICS,NSAID,Pain Management,Pain,therapeutic_class,0.8
s-etodolac,PAIN ANALGESICS,NSAID,Pain Management,Inflammation,therapeutic_class,0.8
s-etodolac,PAIN ANALGESICS,NSAID,Pain Management,Arthritis,therapeutic_class,0.8
s-etodolac,PAIN ANALGESICS,NSAID,Pain Management,Musculoskeletal Pain,therapeutic_class,0.8
propafenone,CARDIAC,Class I Agents- anti arrhythmi,Cardiovascular,Hypertension,therapeutic_class,0.8
propafenone,CARDIAC,Class I Agents- anti arrhythmi,Cardiovascular,Heart Disease,therapeutic_class,0.8
propafenone,CARDIAC,Class I Agents- anti arrhythmi,Cardiovascular,Angina,therapeutic_class,0.8
propafenone,CARDIAC,Class I Agents- anti arrhythmi,Cardiovascular,Arrhythmia,therapeutic_class,0.8
propafenone,CARDIAC,Class I Agents- anti arrhythmi,Cardiovascular,Heart Failure,therapeutic_class,0.8
propafenone,CARDIAC,Class I Agents- anti arrhythmi,Cardiovascular,Hyperlipidemia,therapeutic_class,0.8
prothionamide,ANTI INFECTIVES,Mycobacterial cell wall inhibitors-Ethambuto,Infectious Disease,Bacterial Infection,therapeutic_class,0.8
prothionamide,ANTI INFECTIVES,Mycobacterial cell wall inhibitors-Ethambuto,Infectious Disease,Infection,therapeutic_class,0.8
prothionamide,ANTI INFECTIVES,Mycobacterial cell wall inhibitors-Ethambuto,Infectious Disease,Sepsis,therapeutic_class,0.8
dithranol,DERMA,Keratoplastic and keratolytic agent,Dermatology,Skin Infection,therapeutic_class,0.8
dithranol,DERMA,Keratoplastic and keratolytic agent,Dermatology,Dermatitis,therapeutic_class,0.8
dithranol,DERMA,Keratoplastic and keratolytic agent,Dermatology,Fungal Infection,therapeutic_class,0.8
dithranol,DERMA,Keratoplastic and keratolytic agent,Dermatology,Acne,therapeutic_class,0.8
dithranol,DERMA,Keratoplastic and keratolytic agent,Dermatology,Eczema,therapeutic_class,0.8
alpelisib,ANTI NEOPLASTIC,,Oncology,Cancer,therapeutic_class,0.8
alpelisib,ANTI NEOPLASTIC,,Oncology,Prostate Cancer,therapeutic_class,0.8
alpelisib,ANTI NEOPLASTIC,,Oncology,Breast Cancer,therapeutic_class,0.8
alpelisib,ANTI NEOPLASTIC,,Oncology,Malignant Tumor,therapeutic_class,0.8
inosine pranobex,ANTI INFECTIVE,,Infectious Disease,Bacterial Infection,therapeutic_class,0.8
inosine pranobex,ANTI INFECTIVE,,Infectious Disease,Infection,therapeutic_class,0.8
magnesium carbonate,VITAMINS MINERALS NUTRIENT,,Nutrition,Nutritional Deficiency,therapeutic_class,0.8
magnesium carbonate,VITAMINS MINERALS NUTRIENT,,Nutrition,Vitamin Deficiency,therapeutic_class,0.8
magnesium carbonate,VITAMINS MINERALS NUTRIENT,,Nutrition,Mineral Deficiency,therapeutic_class,0.8
calcium phosphate,OPHTHA,,Ophthalmology,Eye Infection,therapeutic_class,0.8
calcium phosphate,OPHTHA,,Ophthalmology,Conjunctivitis,therapeutic_class,0.8
calcium phosphate,OPHTHA,,Ophthalmology,Dry Eye,therapeutic_class,0.8
propyl paraben,OTHERS,"Additives, preservative",General Medicine,Weight Management,therapeutic_class,0.8
propyl paraben,OTHERS,"Additives, preservative",General Medicine,Obesity,therapeutic_class,0.8
pravastatin,CARDIAC,HMG CoA inhibitors (statins,Cardiovascular,Hypertension,therapeutic_class,0.8
pravastatin,CARDIAC,HMG CoA inhibitors (statins,Cardiovascular,Heart Disease,therapeutic_class,0.8
pravastatin,CARDIAC,HMG CoA inhibitors (statins,Cardiovascular,Angina,therapeutic_class,0.8
pravastatin,CARDIAC,HMG CoA inhibitors (statins,Cardiovascular,Arrhythmia,therapeutic_class,0.8
pravastatin,CARDIAC,HMG CoA inhibitors (statins,Cardiovascular,Heart Failure,therapeutic_class,0.8
pravastatin,CARDIAC,HMG CoA inhibitors (statins,Cardiovascular,Hyperlipidemia,therapeutic_class,0.8
aloe vera,DERMA,Herba,Dermatology,Skin Infection,therapeutic_class,0.8
aloe vera,DERMA,Herba,Dermatology,Dermatitis,therapeutic_class,0.8
aloe vera,DERMA,Herba,Dermatology,Fungal Infection,therapeutic_class,0.8
aloe vera,DERMA,Herba,Dermatology,Acne,therapeutic_class,0.8
aloe vera,DERMA,Herba,Dermatology,Eczema,therapeutic_class,0.8
procarbazine,ANTI NEOPLASTICS,Anticancer-other,Oncology,Cancer,therapeutic_class,0.8
procarbazine,ANTI NEOPLASTICS,Anticancer-other,Oncology,Malignant Tumor,therapeutic_class,0.8
procarbazine,ANTI NEOPLASTICS,Anticancer-other,Oncology,Leukemia,therapeutic_class,0.8
prenoxdiazine,RESPIRATORY,Cough suppressant,Respiratory,Asthma,therapeutic_class,0.8
prenoxdiazine,RESPIRATORY,Cough suppressant,Respiratory,Allergic Rhinitis,therapeutic_class,0.8
prenoxdiazine,RESPIRATORY,Cough suppressant,Respiratory,COPD,therapeutic_class,0.8
prenoxdiazine,RESPIRATORY,Cough suppressant,Respiratory,Cough,therapeutic_class,0.8
prenoxdiazine,RESPIRATORY,Cough suppressant,Respiratory,Common Cold,therapeutic_class,0.8
prenoxdiazine,RESPIRATORY,Cough suppressant,Respiratory,Bronchitis,therapeutic_class,0.8
pazufloxazin,ANTI INFECTIVES,Quinolones/ Fluroquinolone,Infectious Disease,Bacterial Infection,therapeutic_class,0.8
pazufloxazin,ANTI INFECTIVES,Quinolones/ Fluroquinolone,Infectious Disease,Infection,therapeutic_class,0.8
pazufloxazin,ANTI INFECTIVES,Quinolones/ Fluroquinolone,Infectious Disease,Sepsis,therapeutic_class,0.8
parecoxib,PAIN ANALGESICS,NSAID,Pain Management,Pain,therapeutic_class,0.8
parecoxib,PAIN ANALGESICS,NSAID,Pain Management,Inflammation,therapeutic_class,0.8
parecoxib,PAIN ANALGESICS,NSAID,Pain Management,Arthritis,therapeutic_class,0.8
